genus,temp,relative_abundance,Family,Order,Class,Phylum
Gynuella,10.9,7.77363184079602e-05,Natronospirillaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Saccharospirillum,10.9,0.000155473,Natronospirillaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Alysiella,9,0.000103242,Neisseriaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Kingella,10.9,0.000155473,Neisseriaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Neisseria,9,0.000361346,Neisseriaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Neisseria,10.9,0.000544154,Neisseriaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Snodgrassella,10.9,7.77363184079602e-05,Neisseriaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Snodgrassella,9,5.162089613875697e-05,Neisseriaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Vitreoscilla,9,5.162089613875697e-05,Neisseriaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Vitreoscilla,10.9,0.000242718,Neisseriaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Vitreoscilla,10.9,7.77363184079602e-05,Neisseriaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Solimonas,9,0.001290522,Nevskiaceae,Nevskiales,Gammaproteobacteria,Proteobacteria
Solimonas,10.9,7.77363184079602e-05,Nevskiaceae,Nevskiales,Gammaproteobacteria,Proteobacteria
Nitratiruptor,10.9,0.000242718,Nitratiruptoraceae,Campylobacterales,Campylobacteria,Campylobacterota
Nitrosophilus,9,5.162089613875697e-05,Nitratiruptoraceae,Campylobacterales,Campylobacteria,Campylobacterota
Egicoccus,10.9,7.77363184079602e-05,Nitriliruptoraceae,Nitriliruptorales,Actinomycetia,Actinobacteriota
Marinobacterium,9,0.000103242,Nitrincolaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Marinobacterium,10.9,7.77363184079602e-05,Nitrincolaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Neptunomonas,9.3,0.001851852,Nitrincolaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Spiribacter,10.9,0.000310945,Nitrococcaceae,Nitrococcales,Gammaproteobacteria,Proteobacteria
Spiribacter,9,0.000103242,Nitrococcaceae,Nitrococcales,Gammaproteobacteria,Proteobacteria
Nitrosomonadaceae,10.9,7.77363184079602e-05,Nitrosomonadaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Nitrosomonas,10.9,0.000388682,Nitrosomonadaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Nitrosomonas,9,0.000361346,Nitrosomonadaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Nitrosospira,10.9,0.000233209,Nitrosomonadaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Nitrosospira,9,0.000412967,Nitrosomonadaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Nitrospira,9,0.000103242,Nitrospiraceae,Nitrospirales,Nitrospiria,Nitrospirota
Nitrospira,10.9,0.000155473,Nitrospiraceae,Nitrospirales,Nitrospiria,Nitrospirota
Aeromicrobium,10.9,0.000242718,Nocardioidaceae,Propionibacteriales,Actinomycetia,Actinobacteriota
Nocardioidaceae,10.9,7.77363184079602e-05,Nocardioidaceae,Propionibacteriales,Actinomycetia,Actinobacteriota
Nocardioides,10.9,0.0008551,Nocardioidaceae,Propionibacteriales,Actinomycetia,Actinobacteriota
Nocardioides,9,0.000671072,Nocardioidaceae,Propionibacteriales,Actinomycetia,Actinobacteriota
Nocardioides,10.9,0.000242718,Nocardioidaceae,Propionibacteriales,Actinomycetia,Actinobacteriota
Anabaena,9,0.000103242,Nostocaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria
Novibacillus,10.9,7.77363184079602e-05,Novibacillaceae,Thermoactinomycetales,Bacilli,Firmicutes
Bacterioplanes,10.9,0.000242718,Oceanospirillaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Hahella,9,0.000103242,Oleiphilaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Hahella,10.9,7.77363184079602e-05,Oleiphilaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Marinobacter,9,0.000464588,Oleiphilaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Marinobacter,10.9,0.000466418,Oleiphilaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Nibricoccus,9,0.000103242,Opitutaceae,Opitutales,Verrucomicrobiae,Verrucomicrobiota
Oscillospiraceae,10.9,0.000155473,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes_A
Oscillospiraceae,9,5.162089613875697e-05,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes_A
Oxalobacteraceae,9,0.000103242,Oxalobacteraceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Cohnella,9,5.162089613875697e-05,Paenibacillaceae,Paenibacillales,Bacilli,Firmicutes
Cohnella,10.9,7.77363184079602e-05,Paenibacillaceae,Paenibacillales,Bacilli,Firmicutes
Paenibacillus,9,0.000464588,Paenibacillaceae,Paenibacillales,Bacilli,Firmicutes
Paenibacillus,10.9,0.000466418,Paenibacillaceae,Paenibacillales,Bacilli,Firmicutes
Neochlamydia,9,5.162089613875697e-05,Parachlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiota
Parachlamydia,9,5.162089613875697e-05,Parachlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiota
Parachlamydia,10.9,7.77363184079602e-05,Parachlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiota
Parachlamydiaceae,10.9,7.77363184079602e-05,Parachlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiota
Parvibaculum,9,0.000103242,Parvibaculaceae,Parvibaculales,Alphaproteobacteria,Proteobacteria
Parvibaculum,10.9,0.000310945,Parvibaculaceae,Parvibaculales,Alphaproteobacteria,Proteobacteria
Parvularcula,10.9,0.000155473,Parvularculaceae,Caulobacterales,Alphaproteobacteria,Proteobacteria
Parvularcula,9,0.000154863,Parvularculaceae,Caulobacterales,Alphaproteobacteria,Proteobacteria
Glaesserella,9,5.162089613875697e-05,Pasteurellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Mannheimia,10.9,0.000155473,Pasteurellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Pasteurella,9,0.000103242,Pasteurellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Rodentibacter,9,5.162089613875697e-05,Pasteurellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Pelobacter,10.9,0.000155473,Pelobacteraceae,Desulfuromonadales,Desulfuromonadia,Desulfobacterota
Phreatobacter,10.9,0.000388682,Phreatobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Phreatobacter,10.9,0.000485437,Phreatobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Phreatobacter,9,0.000516209,Phreatobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Phyllobacteriaceae,9,0.000258104,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Phyllobacteriaceae,10.9,0.000242718,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Phyllobacteriaceae,10.9,0.000233209,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Pichiaceae,9,5.162089613875697e-05,Pichiaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Piscirickettsia,9,0.000103242,Piscirickettsiaceae,Piscirickettsiales,Gammaproteobacteria,Proteobacteria
Polystyrenella,10.9,7.77363184079602e-05,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetota
Ureibacillus,9,5.162089613875697e-05,Planococcaceae,Bacillales_A,Bacilli,Firmicutes
Hartmannibacter,10.9,0.000155473,Pleomorphomonadaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Hartmannibacter,9,0.000103242,Pleomorphomonadaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Chondromyces,10.9,0.000155473,Polyangiaceae,Polyangiales,Polyangia,Myxococcota
Chondromyces,9,5.162089613875697e-05,Polyangiaceae,Polyangiales,Polyangia,Myxococcota
Minicystis,9,5.162089613875697e-05,Polyangiaceae,Polyangiales,Polyangia,Myxococcota
Sorangium,9,0.000206484,Polyangiaceae,Polyangiales,Polyangia,Myxococcota
Sorangium,10.9,7.77363184079602e-05,Polyangiaceae,Polyangiales,Polyangia,Myxococcota
Cutibacterium,10.9,7.77363184079602e-05,Propionibacteriaceae,Propionibacteriales,Actinomycetia,Actinobacteriota
Cutibacterium,9,5.162089613875697e-05,Propionibacteriaceae,Propionibacteriales,Actinomycetia,Actinobacteriota
Microlunatus,9,0.000154863,Propionibacteriaceae,Propionibacteriales,Actinomycetia,Actinobacteriota
Micropruina,10.9,7.77363184079602e-05,Propionibacteriaceae,Propionibacteriales,Actinomycetia,Actinobacteriota
Propionibacteriaceae,10.9,7.77363184079602e-05,Propionibacteriaceae,Propionibacteriales,Actinomycetia,Actinobacteriota
Propionibacterium,10.9,0.000155473,Propionibacteriaceae,Propionibacteriales,Actinomycetia,Actinobacteriota
Propionibacterium,9,5.162089613875697e-05,Propionibacteriaceae,Propionibacteriales,Actinomycetia,Actinobacteriota
Pseudopropionibacterium,9,0.000103242,Propionibacteriaceae,Propionibacteriales,Actinomycetia,Actinobacteriota
Tessaracoccus,9,0.000103242,Propionibacteriaceae,Propionibacteriales,Actinomycetia,Actinobacteriota
Tessaracoccus,10.9,0.000155473,Propionibacteriaceae,Propionibacteriales,Actinomycetia,Actinobacteriota
Tessaracoccus,10.9,0.000242718,Propionibacteriaceae,Propionibacteriales,Actinomycetia,Actinobacteriota
Azotobacter,10.9,0.000310945,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Azotobacter,9,0.000154863,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Pseudomonadaceae,10.9,0.000155473,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Pseudomonadaceae,9,0.000103242,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Pseudomonas,9,0.009136899,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Pseudomonas,10.9,0.010883085,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Pseudomonas,10.9,0.005582524,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Pseudomonas,8.8,0.003154574,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Pseudomonas,9.3,0.001851852,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Pseudomonas,9.8,0.005154639,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Actinoalloteichus,10.9,7.77363184079602e-05,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Actinoalloteichus,9,5.162089613875697e-05,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Actinoalloteichus,10.9,0.000242718,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Actinopolyspora,9,0.000154863,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Actinosynnema,10.9,7.77363184079602e-05,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Actinosynnema,9,5.162089613875697e-05,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Alloactinosynnema,10.9,7.77363184079602e-05,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Amycolatopsis,9,0.000309725,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Amycolatopsis,10.9,0.000544154,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Amycolatopsis,10.9,0.000242718,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Kutzneria,10.9,7.77363184079602e-05,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Kutzneria,10.9,0.000242718,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Lentzea,9,0.000154863,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Lentzea,10.9,7.77363184079602e-05,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Pseudonocardia,9,0.000206484,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Pseudonocardia,10.9,0.000310945,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Pseudonocardiaceae,9,5.162089613875697e-05,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Pseudonocardiaceae,10.9,0.000155473,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Saccharomonospora,10.9,7.77363184079602e-05,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Saccharopolyspora,10.9,7.77363184079602e-05,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Saccharothrix,9,0.000103242,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Saccharothrix,10.9,0.000233209,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Saccharothrix,10.9,0.000242718,Pseudonocardiaceae,Mycobacteriales,Actinomycetia,Actinobacteriota
Agrobacterium,9,0.000929176,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Agrobacterium,10.9,0.001399254,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Agrobacterium,10.9,0.001456311,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Aminobacter,9,0.000206484,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Aminobacter,10.9,0.000544154,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Aminobacter,10.9,0.000242718,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Aureimonas,9,0.000361346,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Aureimonas,10.9,0.000233209,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Aureimonas,10.9,0.000242718,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Chelativorans,9,0.000206484,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Chelativorans,10.9,0.000233209,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Ciceribacter,10.9,7.77363184079602e-05,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Ciceribacter,9,5.162089613875697e-05,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Ensifer,10.9,0.000233209,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Ensifer,9,0.000154863,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Georhizobium,10.9,0.000233209,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Hoeflea,9,5.162089613875697e-05,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Hoeflea,10.9,0.000242718,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Martelella,9,0.001084039,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Martelella,10.9,0.000621891,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Martelella,10.9,0.000728155,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Mesorhizobium,9,0.004852364,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Mesorhizobium,10.9,0.003964552,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Mesorhizobium,10.9,0.002669903,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Neorhizobium,9,0.000516209,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Neorhizobium,10.9,7.77363184079602e-05,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Nitratireductor,10.9,0.000242718,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Nitratireductor,9,0.000154863,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Nitratireductor,10.9,7.77363184079602e-05,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Oricola,9,0.000103242,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Oricola,10.9,0.000728155,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Pseudorhizobium,10.9,7.77363184079602e-05,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhizobiaceae,9,0.000258104,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhizobiaceae,10.9,0.000233209,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhizobium,9,0.002374561,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhizobium,10.9,0.003653607,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhizobium,10.9,0.002184466,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhizobium/Agrobacterium,10.9,0.000388682,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhizobium/Agrobacterium,10.9,0.000728155,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhizobium/Agrobacterium,9,5.162089613875697e-05,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Roseitalea,9,0.000103242,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Roseitalea,10.9,7.77363184079602e-05,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Salaquimonas,9,0.000206484,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Salaquimonas,10.9,7.77363184079602e-05,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Shinella,9,5.162089613875697e-05,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Sinorhizobium,9,0.000929176,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Sinorhizobium,10.9,0.001088308,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Sinorhizobium,10.9,0.000242718,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Sinorhizobium/Ensifer,9,0.000103242,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Bartonella,9,5.162089613875697e-05,Rhizobiaceae_A,Rhizobiales_A,Alphaproteobacteria,Proteobacteria
Brucella,10.9,0.000544154,Rhizobiaceae_A,Rhizobiales_A,Alphaproteobacteria,Proteobacteria
Brucella,10.9,0.000728155,Rhizobiaceae_A,Rhizobiales_A,Alphaproteobacteria,Proteobacteria
Brucella,9,5.162089613875697e-05,Rhizobiaceae_A,Rhizobiales_A,Alphaproteobacteria,Proteobacteria
Ochrobactrum,10.9,0.000388682,Rhizobiaceae_A,Rhizobiales_A,Alphaproteobacteria,Proteobacteria
Ochrobactrum,9,5.162089613875697e-05,Rhizobiaceae_A,Rhizobiales_A,Alphaproteobacteria,Proteobacteria
Phyllobacterium,10.9,7.77363184079602e-05,Rhizobiaceae_A,Rhizobiales_A,Alphaproteobacteria,Proteobacteria
Phyllobacterium,9,0.000258104,Rhizobiaceae_A,Rhizobiales_A,Alphaproteobacteria,Proteobacteria
Aerosticca,9,0.000464588,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Aerosticca,10.9,0.000310945,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Dokdonella,9,0.000206484,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Dyella,9,0.001187281,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Dyella,10.9,0.000728155,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Dyella,10.9,0.000466418,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Frateuria,10.9,0.000155473,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Luteibacter,9,0.000103242,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Luteibacter,10.9,0.000485437,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Pseudolysobacter,9,0.000103242,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Pseudolysobacter,10.9,7.77363184079602e-05,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Rhodanobacter,9,0.001342143,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Rhodanobacter,10.9,0.000242718,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Rhodanobacter,10.9,0.000155473,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Boseongicola,9,5.162089613875697e-05,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Boseongicola,10.9,7.77363184079602e-05,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Celeribacter,10.9,0.000388682,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Celeribacter,9,0.000361346,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Confluentimicrobium,9,0.000361346,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Dinoroseobacter,9,0.000103242,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Dinoroseobacter,10.9,7.77363184079602e-05,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Epibacterium,10.9,7.77363184079602e-05,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Epibacterium,9,0.000206484,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Gemmobacter,9,0.000154863,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Haematobacter,10.9,7.77363184079602e-05,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Haematobacter,9,5.162089613875697e-05,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Ketogulonicigenium,10.9,7.77363184079602e-05,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Labrenzia,9,0.000258104,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Labrenzia,10.9,0.000466418,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Leisingera,10.9,0.000155473,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Leisingera,9,0.000309725,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Litoreibacter,9,0.000103242,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Mameliella,10.9,7.77363184079602e-05,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Mameliella,9,0.000154863,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Maribius,10.9,0.000155473,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Maribius,9,0.000154863,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Marinovum,9,5.162089613875697e-05,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Monaibacterium,10.9,7.77363184079602e-05,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Oceanicola,10.9,7.77363184079602e-05,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Oceanicola,9,0.000206484,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Octadecabacter,10.9,0.000155473,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Octadecabacter,9,0.000154863,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Paraoceanicella,10.9,0.000388682,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Parasedimentitalea,10.9,0.000155473,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Parasedimentitalea,9,0.000206484,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Pelagibaca,9,0.000103242,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Pelagibaca,10.9,0.000388682,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Phaeobacter,10.9,0.000466418,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Phaeobacter,9,0.000103242,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Pontivivens,9,0.000309725,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Pontivivens,10.9,0.000155473,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Pseudohalocynthiibacter,9,0.000103242,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Rhodobacter,9,0.000877555,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Rhodobacter,10.9,0.001166045,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Rhodobacter,10.9,0.000728155,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Rhodobacteraceae,10.9,0.0008551,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Rhodobacteraceae,9,0.00056783,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Rhodobacteraceae,10.9,0.000242718,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Rhodovulum,10.9,0.000728155,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Rhodovulum,10.9,0.000233209,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Rhodovulum,9,0.000309725,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Roseibacterium,9,0.000103242,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Roseibacterium,10.9,0.000155473,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Roseivivax,10.9,7.77363184079602e-05,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Roseivivax,9,0.000103242,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Roseobacter,9,0.000103242,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Roseobacter,10.9,0.000242718,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Roseovarius,10.9,0.000466418,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Roseovarius,9,0.000929176,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Roseovarius,10.9,0.000728155,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
